Хичээлийн_дугаар,Хичээлийн_индекс,Монгол_нэр,Англи_нэр,Харьяалах_бүтцийн_дугаар,Харьяалах_бүтэц,Харьяалах_тэнхим_дугаар,Харьяалах_тэнхим,Сургалтын_түвшин,Орох_улирал,Тодорхойлсон_огноо,Багц_цаг
4fe9b99a93f17369b95f15d8d806128a,EAMd208,Хүүхдийн сурган хүмүүжүүлэх зүй,Pedagogy of children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,3
5003307d211c815c97cc8bada9c6edec,PRAC330,Танхимийн дадлага,Classroom Practice,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2022,1
039b28c0e2a52524890797e9e0f29899,FINA340,Банкны менежмент,Bank Management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2022,2
3985c3f6f10fa559cb7403cd0121d5c1,ECRd215,Хүүхэд хамгаалал,Child protection,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
811e05e694d7c8fa0d584db91ca5fba9,ELMd215,Цахим сургалтын аргазүй,E-learning methodology,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
5b0d4c35f0631337b5286a02bfbae6a0,ESPD207,Мэргэжлийн англи хэл,English for Special Purpose,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2017,2
6e07b8256ccd2356be4cc9c07fc5e739,IMTH209,Хөгжмийн боловсрол,music education,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
c2f8e1260683ddd569afefcb6558a1a6,ITPR302,Туршин заах дадлага,Teaching practice by experience,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,4
e8660ee8b41231074f2d9f16adb2ea71,JSPD302,Дагалдан суралцах дадлага,learning practice by accompanying,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,3
238f12faae477497ff945ea4c695073b,KBSI319,"Хөгжим, даралтат болон утсан", Keyboard and Stringe Instrument,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
d9f53a87e571214d24718690a39f67e9,MBBd210,"Хүүхдийн хөдөлгөөн, эрүүл мэндийн хөгжил", Mobility and health development of children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
d15ff2db80a89807d24869fd9ffb1700,MBBD313,"Хөдөлгөөн, эрүүл мэнд хөгжүүлэх арга зүй, ур чадвар", Methods and skills for movement and health development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,3
64157a370a2257ee6c20f26f14ba3583,MFAS212,"Хүүхдийн тоглоом, дүрслэн урлахуйн хөгжил", Development of children's games and painting,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
a38c443284e98427195669e68a0016cb,MFAS315,"Тоглоом, дүрслэн урлахуйг хөгжүүлэх аргазүй, ур чадвар",Methods and skills for developing games and painting,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,3
9b0005630544ac4e9a1a1f619f539b51,MIEd211,Байгаль-нийгмийн орчны хөгжил,Development of nature and social environment,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
91c54670545feae3e41be1456f28aa17,MIED314,"Байгаль-нийгмийн орчин хөгжүүлэх арга зүй, ур чадвар", Methodology and skills of natural-social environment development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,3
7c8150213491f29a32e41242e2fdf55a,MMTH213,Хүүхдийн математик төсөөллийн хөгжил,Development of children's imagination in mathematics,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
fb577e980675cae874a4956e5f1937c3,MMTH316,"Хүүхдийн математик төсөөллийг хөгжүүлэх аргазүй, ур чадвар",Methods and skills for developing children's imagination in mathematics,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,3
80e0f2352f868abb3e8fe7238c6103ac,MMUS312,"Хөгжим заах арга зүй, ур чадвар", Methods and skills of teaching music,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,3
372f8774202fcaef20fb3917607999a8,MSDd214,Хүүхдийн хэл ярианы хөгжил,Speaking development of children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
3caea4d9bcdd5cde2b1a1f338a06a086,MSDD317,"Хүүхдийн хэл яриа хөгжүүлэх арга зүй, ур чадвар",Methods and skills of children's language development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,3
3a56cc8f30a06a396fe53361b0f3553f,MSPC320,Сургуулийн өмнөх боловсролын удирдлага, Pre-school Education Management,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
d6d880bcb847d558f357434c6686a565,NHCC309,"Эцэг эх, асран хамгаалагчид туслах аргазүй", Helping methods to parents and guardians,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
2272f36ac8ee821bb87bfff301370308,PSYC306,Бага насны хүүхдийн сэтгэл судлал,Early childhood psychology,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,3
c1f0986fd7eefc02708427c7b8fada90,SDCH216,"Хүүхдийн дуу, бүжиг", Songs and dance for children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
251ac3d1e0619a1166fa15753157ea11,SNED321,Тусгай хэрэгцээт боловсрол,Special needs education,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2017,2
1dfbda77c4310b8e6f421bd0bd33056c,STPR303,Багшлах дадлага,Teaching practice,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,5
f2fe423b71e1f13b47c8da3aebd12ad1,TMLG318,"Тоглонгоо суралцахуйн онол, арга зүй",Theory and methodology of learning while playing,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2017,2
4eef0e56a2db6b4950e05778b5351717,APSE321,Сургуулийн өмнөх боловсролын удирдлага, Administration of preschool education,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,2
ae17a511178b123c2b3c61f0283eeaea,BTHD322,Бакалаврын төгсөлтийн ажил, Bachelor's Thesis,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,2
23ec211d0365be0665abf1354689014d,CAPH205,"Хүүхдийн биеийн анатоми, физиологи",  Anatomy and physiology of the child's body,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2020,1
6a28eabcad1eff991e894e5f577e53e6,CHCD207,"Хүүхдийн эрүүл ахуй, асаргаа",Child hygiene and care,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2020,1
0a78d9f8a1d2c2289e4410bcb0657b73,CHSD217,"Хүүхдийн дуу, бүжиг",Songs and dance for children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2020,2
ead316e44cc96ef5f2397ca7cceaba82,IGPS208,Тоглоомын сэтгэлзүйн үндэс,Introduction to psychological of play,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2020,2
8423dd87983400be28badfcfaed92b99,LICH303,Хүүхдийн уран зохиол,Children Literature,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,2
8ca137da54011ed7d13cdec4cc2a6340,MDAE311,Дүрслэх урлагийг хөгжүүлэх арга зүй, Methodology of fine art development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,2
ea83bad32870765c79d8745c5ae7e0c2,MDMI313,Математик төсөөллийг хөгжүүлэх арга зүй, Methodology for developing mathematical imagination,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,3
1f06d3acecd32c5394bf8ba9911d66ea,MDSD314,Хэл яриаг хөгжүүлэх арга зүй,Methodology of speech and language development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,3
def32002582287e0636afa7edb65a192,MEPD304,Эцэг эхтэй ажиллах аргазүй, Methods of Parental Involvement,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,2
e6098d5b1d94ff8ff653522c48a3a327,MPTM312,Сургалтын хэрэглэгдэхүүн бэлтгэх арга зүй,Preparation of electron resources of teaching ,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2020,2
9e3a7911950eab6a8924acece3960e02,MSMH309,Хөдөлгөөн эрүүл мэндийг дэмжих арга зүй, Method of promoting movement and  health,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,3
e0d04159c4304a1f2a5e191f551f3a94,ONED310,Байгаль-орчинтой танилцах арга зүй, Methods of acquaintance with nature-environment,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,3
262e7707a161061c2b75c75215c2c4a9,PECH302,Хүүхдийн сурган хүмүүжүүлэх зүй,Pedagogy of children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,2
2208183e25fd18b7bf374189df696ede,PSCH301,Хүүхдийн сэтгэл судлал,Child psychology,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,3
2bb4997e9e7e9f45820e6df11e801f88,PSCO306,Харилцааны сэтгэл зүй, Psychology of communication,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,2
5288cea98051f543db9fed5c03f6e29c,PRWD320,Төсөлт ажил-3 /Шинэ бүтээлийн/, Project work-3 (invention),82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Намрын улирал,2020,1
89d2a536c6219081a9985ba58f5c3ad6,RMCH305,Хүүхдийг судлах аргазүй, Methods of studying children,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Хаврын улирал,2020,2
